run,group,cumulative_utility,mean_utility,mean_quality,fatal_errors,task_success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
1,TRUE,1040.0,5.2,0.7610833333333333,61,0.74,0.631766589057043,0.3890599534342258,0.06647867110060486,0,0,0.25,999,0.8479181656197163
1,Blind,-21120.0,-105.6,0.37733333333333335,174,0.36,0.6021377672209025,0.36128266033254147,0.0833333333333335,0,4,0.1,999,0.0
1,MOO,480.0,2.4,0.7469999999999996,66,0.73,0.78446261682243,0.470677570093458,0.07380124573189674,999,999,0.0,999,0.0
2,TRUE,3000.0,15.0,0.7514166666666668,54,0.77,0.6149580335731415,0.3889748201438849,0.06682369097465711,0,0,0.25,63,0.0
2,Blind,-20820.0,-104.1,0.39350000000000007,183,0.365,0.6216647331786542,0.3729988399071925,0.0833333333333335,16,16,0.05,999,0.0
2,MOO,-24440.0,-122.2,0.5102499999999999,222,0.29,0.8109011627906977,0.5065406976744186,0.07109424970978029,999,999,0.0,999,0.0611246791235915
3,TRUE,3420.0,17.1,0.7820833333333335,54,0.775,0.6653812572759021,0.4092287543655413,0.06930896058542915,0,1,0.25,999,0.8071523206952306
3,Blind,-21980.0,-109.9,0.37350000000000017,184,0.345,0.5882009345794392,0.35292056074766354,0.0833333333333335,9,8,0.15,999,0.0
3,MOO,-7460.0,-37.3,0.619083333333333,92,0.605,0.6970707656612529,0.42824245939675176,0.07296460490697786,999,999,0.0,999,0.04896716233807465
4,TRUE,1140.0,5.7,0.7668333333333327,60,0.735,0.6541276346604215,0.39747658079625287,0.06708480825100076,0,0,0.25,2,0.9733324236854825
4,Blind,-21200.0,-106.0,0.3660833333333334,178,0.36,0.5834563164108619,0.35007378984651716,0.0833333333333335,0,9,0.2,999,0.0
4,MOO,-17260.0,-86.3,0.7050833333333333,142,0.405,0.7367774566473988,0.4420664739884393,0.0716069004197193,999,999,0.0,999,0.0
5,TRUE,-560.0,-2.8,0.7519166666666668,63,0.71,0.652801478953356,0.3966808873720136,0.06763289301568885,0,0,0.25,1,0.7813187178032566
5,Blind,-22460.0,-112.3,0.39049999999999996,184,0.335,0.6336785297549592,0.3802071178529755,0.0833333333333335,28,11,0.0,999,0.0
5,MOO,-15020.0,-75.1,0.5610833333333335,151,0.465,0.732650987224158,0.4545905923344948,0.07132909632522702,999,999,0.0,999,-0.054522148124335056
6,TRUE,160.0,0.8,0.7870833333333332,66,0.71,0.6539668949771689,0.3973801369863013,0.06610851668058992,0,1,0.25,1,0.9005971270641443
6,Blind,-19420.0,-97.1,0.38591666666666663,171,0.395,0.6035735468564649,0.3621441281138789,0.0833333333333335,8,8,0.2,999,0.0
6,MOO,1760.0,8.8,0.8038333333333335,58,0.74,0.7396788990825689,0.4438073394495413,0.07439746458347016,999,999,0.0,999,0.0
